Shipment_ID,Order_ID,Customer_ID,Customer_Name,Email,Phone,City,Country,Region,Postal_Code,Product_ID,Product_Name,Category,Weight_kg,Quantity,Unit_Price,Total_Price,Shipment_Date,Delivery_Date,Delay_Days,Status,Delivery_Mode,Vehicle_ID,Driver_Name,Transport_Type,Route_ID,Fuel_Cost,Distance_km,Delivery_Center,Warehouse_Name,Manager_Name,Order_Priority,Payment_Mode,Insurance,Return_Status,Remarks,Revenue,Delivery_Duration,Fuel_Efficiency,Profit,Delay_Flag,Urgency_Level,Payment_Mode_Encoded,Order_Priority_Encoded,valid
S672141,O71872,C9977,Nan,jane@,916811465462,mumbai,USA,West,400001.0,P1863,Unknown,Electronics,3.9216578509642304,15.0,2835.8378992808434,148375.78601095933,2020-08-15,2025-10-14,11.0,In Transit,Ship,V644,Ms. Sharma,Van,R241,7089.92075935827,642.5127504541197,Unknown,South Hub,Ms. Verma,High,UPI,Yes,Not Returned,Handle with care,42537.56848921265,1886 days,0.09062340359813492,141285.86525160106,Yes,Urgent,4.0,3.0,False
S543348,O76041,C7827,Nan,john@example.com,917119323141,Mumbai,USA,East,0.0,P6554,Headphones,Furniture,6.824055853459352,12.0,2473.7388485041297,54617.57490162202,2022-01-28,2025-10-16,13.0,Delayed,Ship,V593,Mrs. Patel,Bike,R774,6553.261722717063,1858.3740533142127,Warehouse B,Central,Ms. Verma,High,UPI,No,Unknown,Handle with care,29684.866182049554,1357 days,0.28358001434188224,48064.31317890496,Yes,Urgent,4.0,3.0,False
S361574,O56581,C4663,Amit Kumar,john@example.com,916291606057,Unknown,india,North,110001.0,P8738,Laptop,Furniture,20.367541324756797,8.0,1274.3561221595528,191096.88251139285,2020-01-21,2022-01-29,11.0,Pending,Ship,V314,Mr. Lee,Van,R162,5943.195907189388,1456.7019584324769,Warehouse A,Central,Ms. Verma,Medium,Online,Unknown,Not Returned,Delayed delivery,10194.848977276422,739 days,0.24510414618342433,185153.68660420345,Yes,Normal,5.0,2.0,False
S396711,O41476,C9547,Jane Smith,jane@,916416524464,Chennai,Unknown,South,110001.0,P5463,Headphones,Misc,6.824055853459352,13.0,2634.015917438526,148375.78601095933,2022-05-24,2024-03-17,2.0,Delayed,Road,V763,Unknown,Van,R131,7652.798285852741,1053.6006661260592,Hub C,Unknown,Ms. Verma,Unknown,Card,Unknown,Not Returned,Check packaging,34242.206926700834,663 days,0.13767521719130976,140722.9877251066,Yes,Unknown,6.0,0.0,False
S616388,O33379,C8076,Nan,amit@gmail.com,919069084555,Delhi,USA,East,600001.0,P1715,Tablet,Food,43.04033132667569,14.0,4886.341830401388,33111.50560680302,2020-02-10,2023-03-27,-1.0,Delivered,Road,V891,Mrs. Patel,Truck,R429,3978.506822396121,1456.7019584324769,Hub C,Central,Mr. Khan,Low,Card,Yes,Unknown,Handle with care,68408.78562561942,1141 days,0.3661428831118993,29132.998784406896,No,Low,6.0,1.0,False
S401113,O10625,C6861,Fatima Noor,amit@gmail.com,919483695405,Delhi,India,West,110001.0,P4520,Mobile,Food,2.548157182432344,7.0,3587.724082878047,147017.13630754218,2020-11-19,2024-07-17,1.0,Delivered,Road,V151,Mr. Rao,Unknown,R868,3732.107672092139,1961.602136056614,Hub C,South Hub,Mr. Patel,Medium,Unknown,No,Pending,No Remarks,25114.068580146326,1336 days,0.5256016997379345,143285.02863545006,Yes,Normal,0.0,2.0,False
S523286,O17796,C1798,John Doe,amit@gmail.com,916973452347,mumbai,UK,North,600001.0,P1273,Headphones,Accessories,36.16733999015513,13.0,2675.1471425446894,95960.8310986921,2022-07-27,2025-04-28,6.0,Delayed,Rail,V525,Ms. Sharma,Cargo,R634,2892.410615379814,558.3356878130787,Warehouse A,North Hub,Unknown,Unknown,Cash,Yes,Unknown,Delayed delivery,34776.91285308096,1006 days,0.19303472502978677,93068.42048331228,Yes,Unknown,1.0,0.0,False
S335624,O11740,C1947,Li Wei,jane@,917753416750,Bangalore,Unknown,West,400001.0,P8731,Unknown,Clothing,52.246768107192175,11.0,394.1316242533175,13794.510437642091,2022-09-02,2023-10-23,11.0,In Transit,Air,V626,Mrs. Patel,Van,R565,9138.029149244574,579.5517679876584,Warehouse A,Unknown,Ms. Verma,Unknown,Card,Unknown,Not Returned,Delayed delivery,4335.447866786492,416 days,0.0634219653409148,4656.481288397517,Yes,Unknown,6.0,0.0,False
S696956,O59161,C8186,Jane Smith,amit@gmail.com,918541953781,Delhi,USA,North,560001.0,P2592,Mobile,Food,86.37879087462156,17.0,4682.214831470374,90097.76479821977,2020-03-28,2024-10-28,10.0,Cancelled,Ship,V143,Unknown,Cargo,R309,178.809622859355,151.0244465801482,Hub C,North Hub,Ms. Verma,Medium,UPI,No,Returned,No Remarks,79597.65213499634,1675 days,0.8446102853141099,89918.95517536042,Yes,Normal,4.0,2.0,False
S602092,O75196,C7942,John Doe,amit@gmail.com,916323895304,Delhi,UK,Unknown,560001.0,P2716,Headphones,Clothing,47.48538505361395,12.0,4217.694349370825,94641.0785219888,2021-11-16,2024-08-22,4.0,Delayed,Ship,V320,Mrs. Patel,Cargo,R802,4839.546420163297,1009.2353840107952,Unknown,South Hub,Mr. Khan,High,Credit,Unknown,Pending,No Remarks,50612.3321924499,1010 days,0.20853925066323498,89801.5321018255,Yes,Urgent,2.0,3.0,False
S128178,O75212,C9660,Nan,jane@,916044357527,Bangalore,Unknown,South,0.0,P9824,Unknown,Furniture,96.58038729091864,15.0,1261.2741334908098,149908.959129698,2022-11-03,2024-08-06,3.0,Delayed,Road,V785,Mr. Rao,Truck,R861,7561.095207931837,796.33515645962,Hub C,North Hub,Ms. Verma,Low,Credit,Yes,Unknown,No Remarks,18919.112002362148,642 days,0.10532008056507981,142347.86392176617,Yes,Low,2.0,1.0,False
S718011,O75858,C4555,Fatima Noor,jane@,919655389382,Chennai,India,South,400001.0,P2739,Headphones,Furniture,73.03621322007824,12.0,2935.617099354375,183930.7372013707,2021-09-01,2023-08-26,7.0,Delayed,Rail,V290,Unknown,Bike,R551,5873.870748481539,1678.0809125988496,Warehouse B,South Hub,Unknown,Medium,Unknown,Unknown,Unknown,Check packaging,35227.4051922525,724 days,0.28568570614745864,178056.86645288917,Yes,Normal,0.0,2.0,False
S378504,O42647,C8853,Amit Kumar,jane@,916139203883,Chennai,Unknown,East,400001.0,P6194,Laptop,Electronics,5.000115246598537,16.0,4323.3523984833655,110595.09146370173,2021-10-09,2024-06-05,12.0,Delayed,Air,V771,Mr. Lee,Truck,R392,1108.012233119132,1053.6006661260592,Warehouse B,Central,Unknown,High,UPI,Unknown,Pending,Check packaging,69173.63837573385,970 days,0.9508926297321643,109487.07923058259,Yes,Urgent,4.0,3.0,False
S339931,O97949,C5411,Michael Brown,amit@gmail.com,918896134461,Delhi,USA,Unknown,560001.0,P7063,Tablet,Furniture,52.71326494740767,7.0,1457.3824505425428,34984.629437934826,2022-04-28,2024-04-16,2.0,Cancelled,Air,V651,Ms. Sharma,Cargo,R104,5630.916918983429,1229.7417935193005,Hub C,Central,Mr. Patel,Unknown,Unknown,No,Pending,Handle with care,10201.677153797798,719 days,0.21839103847785246,29353.712518951397,Yes,Unknown,0.0,0.0,False
S311619,O46762,C2046,Jane Smith,amit@gmail.com,919401172740,Chennai,UK,North,600001.0,P9457,Charger,Food,18.893018324789946,5.0,1274.3561221595528,56302.18553258772,2022-08-08,2024-01-15,12.0,Cancelled,Air,V489,Mr. Lee,Van,R284,3598.151841574784,1939.5087039777627,Warehouse A,North Hub,Mr. Patel,Medium,Debit,Unknown,Not Returned,No Remarks,6371.780610797764,525 days,0.5390291431194599,52704.03369101293,Yes,Normal,3.0,2.0,False
S560867,O41616,C6456,John Doe,amit@gmail.com,918706509991,mumbai,USA,North,600001.0,P2928,Charger,Food,35.996956006012134,13.0,3897.80055290155,196302.5874917136,2021-06-10,2024-12-15,-1.0,Unknown,Rail,V685,Ms. Sharma,Van,R483,880.2333472241612,182.9656144420159,Hub C,North Hub,Mr. Khan,Unknown,Credit,No,Unknown,No Remarks,50671.40718772015,1284 days,0.2078603531881662,195422.35414448945,No,Unknown,2.0,0.0,False
S509325,O38506,C1792,John Doe,john@example.com,916066562439,Unknown,india,South,110001.0,P2373,Charger,Electronics,35.996956006012134,9.0,2501.315203724154,3103.032580151137,2022-09-02,2024-11-24,-1.0,Delayed,Ship,V876,Ms. Sharma,Van,R110,6060.784906977773,738.6984001823912,Warehouse A,South Hub,Ms. Verma,Medium,Debit,No,Pending,No Remarks,22511.836833517384,814 days,0.12188163934541363,-2957.752326826636,No,Normal,3.0,2.0,False
S286466,O41696,C5863,Michael Brown,jane@,918607399236,Delhi,Unknown,North,110001.0,P8910,Unknown,Food,45.87896342959508,2.0,547.4490582367825,56302.18553258772,2024-02-17,2024-06-21,12.0,Unknown,Road,V880,Mr. Rao,Van,R686,7015.422873397185,385.69279028999273,Unknown,South Hub,Ms. Verma,Low,UPI,Unknown,Pending,Handle with care,1094.898116473565,125 days,0.05497783914816568,49286.762659190535,Yes,Low,4.0,1.0,False
S129173,O69613,C4393,Amit Kumar,john@example.com,916907666016,Mumbai,USA,Unknown,110001.0,P1814,Unknown,Food,32.8703679109448,19.0,1931.0364529917215,103270.95873135468,2020-03-23,2020-08-23,3.0,Pending,Rail,V238,Mrs. Patel,Van,R548,5719.099566952399,433.1428677108873,Hub C,Central,Mr. Khan,Unknown,Card,Unknown,Not Returned,Delayed delivery,36689.692606842706,153 days,0.07573619984058103,97551.85916440228,Yes,Unknown,6.0,0.0,False
S827938,O18353,C5617,John Doe,amit@gmail.com,917365834802,Unknown,Unknown,Unknown,600001.0,P9753,Headphones,Food,52.51191652350841,10.0,3897.80055290155,196124.17913065635,2022-06-24,2023-04-25,3.0,Delivered,Rail,V158,Mr. Lee,Unknown,R813,3495.816486209194,1248.440027973224,Hub C,Unknown,Mr. Khan,High,Unknown,No,Not Returned,Delayed delivery,38978.0055290155,305 days,0.3571240174929811,192628.36264444716,Yes,Urgent,0.0,3.0,False
S209004,O48177,C7539,Fatima Noor,amit@gmail.com,918666869425,mumbai,UK,Unknown,0.0,P3166,Laptop,Food,80.93553613758789,15.0,1958.8219570611548,191096.88251139285,2024-07-19,2024-09-06,13.0,Delayed,Air,V325,Mrs. Patel,Bike,R963,1084.9684005823767,1384.7745955000685,Hub C,North Hub,Mr. Patel,High,Credit,Yes,Unknown,Handle with care,29382.32935591732,49 days,1.2763271213767748,190011.91411081047,Yes,Urgent,2.0,3.0,False
S680977,O39307,C8752,Li Wei,john@example.com,916788660480,mumbai,Unknown,North,400001.0,P3011,Headphones,Food,94.91411095670664,7.0,3146.5043766263207,72713.96427958044,2021-04-19,2022-08-26,11.0,Unknown,Road,V424,Mrs. Patel,Bike,R308,1320.6811082606414,1843.1615920235856,Warehouse A,Unknown,Mr. Khan,High,Card,Yes,Returned,Handle with care,22025.530636384246,494 days,1.3956144147856098,71393.2831713198,Yes,Urgent,6.0,3.0,False
S693127,O45001,C8773,Michael Brown,john@example.com,918937337007,Mumbai,India,East,400001.0,P2088,Unknown,Accessories,94.91411095670664,10.0,3016.4933319896995,132639.4732006878,2023-02-08,2023-06-01,10.0,In Transit,Air,V477,Mr. Lee,Truck,R751,8916.361692792909,1003.3030524525524,Hub C,North Hub,Unknown,Low,Online,Yes,Not Returned,Check packaging,30164.933319896994,113 days,0.11252381711517175,123723.11150789488,Yes,Low,5.0,1.0,False
S446005,O20798,C6348,Amit Kumar,jane@,916346580314,mumbai,India,Unknown,110001.0,P5779,Charger,Food,93.98014468563682,12.0,2634.015917438526,95960.8310986921,2020-06-23,2025-02-18,10.0,Unknown,Air,V127,Unknown,Unknown,R661,8813.090633228108,573.7657680312049,Hub C,South Hub,Mr. Patel,High,Unknown,Yes,Not Returned,Handle with care,31608.191009262307,1701 days,0.06510380885769272,87147.74046546398,Yes,Urgent,0.0,3.0,False
S395060,O72973,C5750,Amit Kumar,amit@gmail.com,918329193747,mumbai,UK,West,0.0,P9493,Laptop,Electronics,30.772103174474005,8.0,307.5872965880739,193935.3855746779,2021-06-10,2024-06-22,7.0,Delayed,Rail,V402,Ms. Sharma,Truck,R454,4493.931902391445,787.0087478115729,Warehouse B,South Hub,Ms. Verma,Medium,Cash,Yes,Not Returned,No Remarks,2460.6983727045913,1108 days,0.17512698565653972,189441.45367228644,Yes,Normal,1.0,2.0,False
S898334,O84674,C6184,Nan,jane@,919419981723,Bangalore,USA,South,110001.0,P6702,Unknown,Clothing,77.33835454501741,7.0,1242.7503282923385,97446.15289517608,2022-03-05,2024-10-06,0.0,Unknown,Air,V615,Mr. Lee,Bike,R568,5675.666106406118,309.92670108277554,Warehouse A,Unknown,Unknown,Medium,Card,Yes,Unknown,Check packaging,8699.25229804637,946 days,0.05460622511478637,91770.48678876997,No,Normal,6.0,2.0,False
S856959,O12967,C5813,John Doe,amit@gmail.com,917527141930,Unknown,UK,Unknown,400001.0,P9847,Charger,Furniture,18.591584237106517,7.0,1242.7503282923385,131061.78180224224,2020-02-12,2020-08-18,9.0,Unknown,Ship,V842,Mr. Lee,Truck,R175,3219.920605891895,1507.020936989745,Warehouse A,South Hub,Unknown,Low,Unknown,Yes,Not Returned,Handle with care,8699.25229804637,188 days,0.4680304645500137,127841.86119635035,Yes,Low,0.0,1.0,False
S750129,O72366,C2919,Fatima Noor,amit@gmail.com,917127111670,Bangalore,india,East,400001.0,P1198,Mobile,Accessories,63.93696839984371,15.0,307.5872965880739,103142.16694630009,2024-11-24,2025-07-12,0.0,Unknown,Road,V651,Mrs. Patel,Bike,R341,2321.3171458743936,1147.6067239810775,Hub C,South Hub,Ms. Verma,Unknown,Unknown,Yes,Unknown,Delayed delivery,4613.809448821109,230 days,0.4943773951873332,100820.8498004257,No,Unknown,0.0,0.0,False
S828693,O25361,C5349,Michael Brown,amit@gmail.com,919704276242,Unknown,UK,Unknown,0.0,P8752,Headphones,Electronics,86.68452650460605,11.0,2935.617099354375,78221.03063667503,2022-11-22,2024-05-01,13.0,Cancelled,Rail,V129,Unknown,Bike,R212,9768.548903378454,474.5804866864273,Unknown,North Hub,Ms. Verma,Medium,UPI,Yes,Unknown,No Remarks,32291.788092898125,526 days,0.0485824958630543,68452.48173329658,Yes,Normal,4.0,2.0,False
S783715,O32694,C3476,Amit Kumar,amit@gmail.com,918349755892,mumbai,UK,East,560001.0,P4779,Laptop,Clothing,66.42096729322121,1.0,1931.0364529917215,179436.94651928847,2022-09-28,2024-07-10,0.0,Cancelled,Air,V792,Mrs. Patel,Unknown,R782,9768.548903378454,740.9701505086177,Warehouse B,North Hub,Mr. Khan,Unknown,Card,Yes,Unknown,Delayed delivery,1931.0364529917215,651 days,0.0758526325493803,169668.39761591,No,Unknown,6.0,0.0,False
S291950,O12983,C1193,Michael Brown,amit@gmail.com,919007921781,mumbai,USA,East,560001.0,P9658,Laptop,Food,96.58038729091864,13.0,4539.137138587447,197133.6253956152,2020-04-06,2022-11-13,1.0,Delayed,Road,V479,Unknown,Truck,R213,4713.974381356493,1335.386338333092,Warehouse A,Central,Mr. Patel,Medium,Credit,No,Not Returned,Check packaging,59008.782801636815,951 days,0.283282476802265,192419.6510142587,Yes,Normal,2.0,2.0,False
S132936,O52042,C3639,Michael Brown,jane@,916060935359,Chennai,UK,North,560001.0,P3107,Unknown,Clothing,16.023854724022435,9.0,3897.80055290155,140528.58311623166,2024-01-07,2024-07-09,7.0,Delayed,Road,V206,Mr. Rao,Bike,R102,2530.987075191979,419.635431707086,Warehouse B,Central,Mr. Khan,High,Unknown,Unknown,Not Returned,Check packaging,35080.20497611395,184 days,0.1657991207542046,137997.59604103968,Yes,Urgent,0.0,3.0,False
S869585,O29713,C7475,John Doe,jane@,917232770815,Unknown,UK,Unknown,560001.0,P2129,Charger,Clothing,60.95071276419312,13.0,2501.315203724154,131384.30717858748,2023-03-23,2025-01-22,-1.0,Delayed,Air,V505,Unknown,Van,R537,8170.9595009805425,1808.2833862035127,Warehouse B,Unknown,Ms. Verma,High,Unknown,Yes,Pending,Delayed delivery,32517.097648414,671 days,0.22130612518474882,123213.34767760693,No,Urgent,0.0,3.0,False
S370669,O56924,C4169,Michael Brown,john@example.com,919597867786,Delhi,UK,South,560001.0,P2044,Unknown,Food,1.0494506537984387,15.0,3437.707851730763,181861.21559136725,2021-09-16,2024-01-16,12.0,Delayed,Road,V403,Mrs. Patel,Unknown,R597,4988.932744170654,796.7421056073109,Warehouse B,South Hub,Mr. Khan,High,Debit,No,Unknown,No Remarks,51565.61777596145,852 days,0.15970191350810825,176872.2828471966,Yes,Urgent,3.0,3.0,False
S186442,O79055,C2790,Michael Brown,john@example.com,919977912481,Bangalore,Unknown,East,0.0,P1749,Laptop,Food,31.51525207089639,4.0,524.0510366881534,33976.37038038645,2020-03-11,2021-04-19,1.0,Delayed,Rail,V229,Mr. Lee,Truck,R696,7753.704802499183,1117.916775277942,Hub C,North Hub,Unknown,High,Credit,No,Not Returned,Check packaging,2096.2041467526137,404 days,0.14417840293811723,26222.665577887266,Yes,Urgent,2.0,3.0,False
S356120,O64781,C2416,John Doe,john@example.com,916535661860,Delhi,UK,West,600001.0,P9993,Headphones,Clothing,20.367541324756797,10.0,912.201922931994,190358.3469061544,2023-11-04,2024-06-21,9.0,Pending,Road,V754,Unknown,Bike,R543,5630.916918983429,1469.748250489666,Hub C,Unknown,Ms. Verma,Unknown,Credit,No,Pending,Handle with care,9122.01922931994,230 days,0.26101401807842783,184727.42998717097,Yes,Unknown,2.0,0.0,False
S595652,O82583,C3883,Michael Brown,john@example.com,916422340638,Bangalore,Unknown,East,600001.0,P4828,Tablet,Misc,35.996956006012134,16.0,1400.4722109570012,60987.13870572674,2024-04-12,2024-08-27,3.0,Pending,Rail,V521,Unknown,Bike,R439,103.9569566343168,906.3141667727936,Unknown,Unknown,Mr. Khan,Unknown,Debit,Unknown,Not Returned,No Remarks,22407.55537531202,137 days,8.71816755814506,60883.18174909242,Yes,Unknown,3.0,0.0,False
S943055,O45621,C9728,Fatima Noor,amit@gmail.com,917724471346,Mumbai,UK,Unknown,0.0,P2312,Mobile,Clothing,20.27221031265016,10.0,0.0,33111.50560680302,2024-03-24,2024-05-04,2.0,Delivered,Air,V562,Ms. Sharma,Cargo,R280,4457.789666068535,490.7450036521326,Warehouse A,Unknown,Mr. Khan,Low,Credit,Unknown,Not Returned,Handle with care,0.0,41 days,0.11008707014320308,28653.71594073448,Yes,Low,2.0,1.0,False
S615748,O34902,C1463,Jane Smith,amit@gmail.com,917715930145,mumbai,india,North,400001.0,P8539,Charger,Misc,36.95300340772233,13.0,1937.4876677627856,3103.032580151137,2022-08-02,2025-07-21,4.0,Cancelled,Air,V672,Ms. Sharma,Van,R837,8138.8390000480385,1248.440027973224,Hub C,North Hub,Unknown,Medium,UPI,No,Pending,Handle with care,25187.33968091621,1084 days,0.15339288907986204,-5035.806419896901,Yes,Normal,4.0,2.0,False
S862579,O70942,C8802,Fatima Noor,amit@gmail.com,918937871417,Unknown,UK,South,560001.0,P3713,Mobile,Furniture,39.17339032410346,19.0,3619.965368561621,65423.89090924677,2023-01-18,2023-07-04,0.0,Delayed,Rail,V233,Ms. Sharma,Truck,R344,1034.1904113776382,1939.5087039777627,Warehouse B,Unknown,Mr. Khan,High,Credit,Unknown,Returned,Delayed delivery,68779.34200267079,167 days,1.8753884029867924,64389.70049786913,No,Urgent,2.0,3.0,False
S236792,O43979,C4183,Michael Brown,jane@,917228511983,Unknown,UK,Unknown,600001.0,P4096,Tablet,Clothing,31.51525207089639,16.0,2847.357221366099,1631.4072913987538,2020-03-28,2022-09-28,7.0,In Transit,Air,V747,Mr. Rao,Unknown,R481,8217.077304198368,1463.6602901953722,Warehouse B,South Hub,Ms. Verma,Low,Online,Yes,Returned,Handle with care,45557.715541857586,914 days,0.1781241962330744,-6585.670012799615,Yes,Low,5.0,1.0,False
S590313,O23421,C5156,Nan,john@example.com,917993512376,Chennai,india,Unknown,110001.0,P4174,Charger,Food,97.00603029011845,16.0,4539.137138587447,101091.60274448698,2020-03-11,2022-04-06,7.0,Delayed,Road,V856,Ms. Sharma,Van,R852,6919.232083134686,1939.5087039777627,Warehouse B,South Hub,Mr. Patel,Unknown,Card,Yes,Unknown,Handle with care,72626.19421739916,756 days,0.28030693011515356,94172.3706613523,Yes,Unknown,6.0,0.0,False
S413081,O35937,C1488,Li Wei,jane@,916673927829,Mumbai,india,Unknown,0.0,P5044,Tablet,Furniture,43.04033132667569,8.0,2880.640668942282,131384.30717858748,2020-01-25,2025-08-24,4.0,In Transit,Rail,V967,Unknown,Van,R195,178.809622859355,1229.7417935193005,Unknown,South Hub,Ms. Verma,Unknown,Credit,No,Not Returned,Check packaging,23045.125351538256,2038 days,6.877380388451296,131205.49755572813,Yes,Unknown,2.0,0.0,False
S190520,O87633,C9320,Nan,jane@,919582093196,Bangalore,UK,North,110001.0,P2705,Unknown,Electronics,28.452983713894387,6.0,4217.694349370825,140528.58311623166,2022-12-11,2023-07-01,9.0,Delivered,Ship,V297,Mr. Rao,Unknown,R591,363.91147683697153,1165.5978107586586,Hub C,North Hub,Ms. Verma,High,UPI,No,Returned,Delayed delivery,25306.16609622495,202 days,3.2029707358771597,140164.67163939468,Yes,Urgent,4.0,3.0,False
S424831,O26080,C8433,John Doe,amit@gmail.com,917575689000,Mumbai,USA,West,0.0,P3459,Tablet,Clothing,78.62500815860486,15.0,3608.377160774864,181861.21559136725,2020-03-17,2021-01-23,13.0,Delayed,Rail,V908,Unknown,Unknown,R340,363.91147683697153,575.8247448914356,Warehouse A,Unknown,Unknown,Unknown,Card,No,Unknown,No Remarks,54125.65741162296,312 days,1.5823209256722588,181497.30411453027,Yes,Unknown,6.0,0.0,False
S959600,O57099,C6097,John Doe,amit@gmail.com,919625298538,Unknown,UK,West,600001.0,P3165,Tablet,Food,90.9773800068388,1.0,2700.135729141203,128829.12309077912,2023-02-01,2023-05-21,2.0,Cancelled,Road,V499,Unknown,Bike,R551,6919.232083134686,573.7657680312049,Warehouse A,Unknown,Ms. Verma,Medium,Online,Yes,Pending,Delayed delivery,2700.135729141203,109 days,0.08292333038368996,121909.89100764443,Yes,Normal,5.0,2.0,False
S565864,O83424,C4523,Michael Brown,jane@,917950188197,Delhi,India,East,560001.0,P5659,Unknown,Furniture,76.19811233738129,16.0,3232.275874206702,179436.94651928847,2021-08-21,2023-02-17,1.0,Unknown,Road,V268,Mr. Rao,Cargo,R923,3653.713054879444,579.5517679876584,Hub C,Central,Mr. Khan,Low,Debit,Unknown,Pending,No Remarks,51716.413987307234,545 days,0.15861994614319297,175783.23346440902,Yes,Low,3.0,1.0,False
S323734,O35291,C1735,Michael Brown,amit@gmail.com,919546859217,Delhi,UK,West,560001.0,P5228,Laptop,Furniture,43.47852935489052,12.0,3897.80055290155,51317.76473990145,2022-08-04,2024-02-04,11.0,Delivered,Road,V897,Mr. Lee,Unknown,R401,6853.33280857354,149.4238239751592,Warehouse A,Unknown,Ms. Verma,Medium,Unknown,Yes,Unknown,No Remarks,46773.6066348186,549 days,0.021803088825371145,44464.43193132791,Yes,Normal,0.0,2.0,False
S217596,O24563,C8327,Michael Brown,jane@,916693926788,mumbai,UK,South,560001.0,P2492,Laptop,Clothing,70.95322149070653,9.0,1931.0364529917215,103270.95873135468,2021-07-22,2023-06-28,1.0,In Transit,Rail,V603,Unknown,Cargo,R694,1034.1904113776382,826.8818712012421,Warehouse B,South Hub,Ms. Verma,High,Credit,No,Returned,Delayed delivery,17379.328076925492,706 days,0.7995450954720787,102236.76831997704,Yes,Urgent,2.0,3.0,False
S630551,O17615,C3956,John Doe,john@example.com,917799495650,Bangalore,Unknown,Unknown,0.0,P1487,Charger,Accessories,52.246768107192175,8.0,440.30270132459583,196124.17913065635,2020-03-24,2023-01-24,10.0,Pending,Rail,V550,Unknown,Unknown,R751,4600.327884455801,1045.618889312698,Warehouse A,Unknown,Unknown,Unknown,Card,No,Unknown,Delayed delivery,3522.4216105967666,1036 days,0.22729225298174377,191523.85124620056,Yes,Unknown,6.0,0.0,False
S210713,O89606,C7922,Jane Smith,amit@gmail.com,916102715517,Mumbai,USA,East,110001.0,P8534,Charger,Accessories,68.5811861379596,7.0,3619.05414454862,197133.6253956152,2022-06-07,2023-10-22,14.0,In Transit,Road,V287,Unknown,Unknown,R952,5513.37518466548,65.59446973231886,Unknown,South Hub,Ms. Verma,Medium,Cash,Yes,Returned,Delayed delivery,25333.37901184034,502 days,0.011897334669833238,191620.2502109497,Yes,Normal,1.0,2.0,False
S138704,O80460,C6570,John Doe,jane@,917601010899,mumbai,USA,South,600001.0,P9504,Headphones,Clothing,77.21123440547882,13.0,4232.453207992935,144272.0612889226,2020-01-31,2023-06-25,11.0,Pending,Road,V736,Mr. Rao,Unknown,R499,2868.259479580986,1070.479318614681,Hub C,Unknown,Mr. Patel,Medium,Unknown,Yes,Returned,Handle with care,55021.89170390816,1241 days,0.37321564741104374,141403.8018093416,Yes,Normal,0.0,2.0,False
S313747,O43356,C4576,Michael Brown,amit@gmail.com,916859829964,Bangalore,Unknown,East,560001.0,P2482,Charger,Accessories,11.235196985833792,16.0,1984.8354527273511,10057.478730660614,2020-03-03,2023-02-13,0.0,Cancelled,Road,V634,Mr. Rao,Van,R540,4457.789666068535,1858.3740533142127,Hub C,Unknown,Mr. Patel,Low,Unknown,Yes,Returned,Check packaging,31757.36724363762,1077 days,0.41688239969230567,5599.689064592079,No,Low,0.0,1.0,False
S362866,O23692,C1972,Michael Brown,john@example.com,916714259385,Mumbai,Unknown,Unknown,0.0,P4777,Charger,Accessories,77.21123440547882,13.0,2036.6726209806648,7967.942200681889,2022-09-02,2024-07-10,13.0,Pending,Air,V850,Mrs. Patel,Unknown,R602,4600.327884455801,959.3305987464664,Warehouse B,South Hub,Mr. Khan,Medium,Card,No,Not Returned,No Remarks,26476.744072748643,677 days,0.20853526592919172,3367.614316226088,Yes,Normal,6.0,2.0,False
S726298,O21687,C7838,Jane Smith,amit@gmail.com,918289782041,mumbai,india,South,0.0,P6711,Headphones,Furniture,18.748748730416665,13.0,2835.8378992808434,92774.50402594823,2022-01-21,2022-09-05,-1.0,Cancelled,Ship,V669,Unknown,Bike,R500,3598.151841574784,142.6432470119863,Warehouse A,Unknown,Mr. Patel,Unknown,Debit,Yes,Returned,Check packaging,36865.892690650966,227 days,0.039643476232386114,89176.35218437345,No,Unknown,3.0,0.0,False
S504723,O32341,C5234,Nan,john@example.com,916193683959,mumbai,USA,East,600001.0,P9363,Mobile,Furniture,62.51816361934201,7.0,1937.4876677627856,54459.71878580739,2021-06-04,2024-10-03,0.0,Delayed,Road,V670,Mr. Rao,Bike,R307,7015.422873397185,1267.0122150755228,Hub C,South Hub,Ms. Verma,Low,Unknown,Yes,Pending,No Remarks,13562.4136743395,1217 days,0.180603826446456,47444.295912410205,No,Low,0.0,1.0,False
S882902,O29976,C7641,John Doe,jane@,917782301753,Mumbai,USA,North,110001.0,P1299,Laptop,Misc,95.09607348778664,10.0,4221.339973902669,172921.79645421807,2020-05-08,2021-08-15,13.0,Cancelled,Ship,V748,Ms. Sharma,Bike,R202,4988.932744170654,1035.526119803062,Warehouse A,South Hub,Ms. Verma,Medium,Online,Unknown,Pending,No Remarks,42213.39973902669,464 days,0.20756465819528805,167932.86371004742,Yes,Normal,5.0,2.0,False
S466378,O37921,C5459,Nan,jane@,917249375678,Unknown,UK,North,110001.0,P9221,Charger,Misc,6.972633502035312,8.0,4318.381124021914,54459.71878580739,2021-12-18,2024-05-06,5.0,Delivered,Ship,V545,Mrs. Patel,Unknown,R521,9984.617643071222,320.2241976241424,Hub C,Unknown,Mr. Khan,Low,UPI,No,Returned,Check packaging,34547.04899217531,870 days,0.03207175367865593,44475.10114273617,Yes,Low,4.0,1.0,False
